#tId	x1	y1	x2	y2	time	label
95	282	47	12	242	338	44
96	348	154	332	210	76	45
97	325	357	439	173	162	46
98	472	328	338	356	36	13
99	362	176	221	150	456	47
100	11	237	5	183	340	5
101	476	173	5	185	237	12
102	323	47	283	43	25	8
103	9	233	4	187	240	5
104	309	59	475	168	132	48
105	475	166	293	51	78	10
106	321	207	476	205	141	49
107	209	161	4	183	156	41
108	323	60	282	53	38	8
109	474	281	226	355	109	50
110	12	236	475	183	135	16
111	476	288	259	351	38	50
112	163	228	155	129	81	51
113	10	234	8	183	167	5
114	8	233	7	182	220	5
115	10	236	22	179	172	5
116	269	115	323	46	63	2
117	9	236	10	183	198	5
118	11	236	19	179	155	5
119	325	97	475	166	175	22
120	475	277	228	357	112	50
121	312	82	323	44	20	8
122	4	183	329	96	232	52
123	288	57	282	48	44	8
124	11	236	145	236	45	53
125	6	223	477	184	233	16
126	475	181	16	228	85	42
127	282	43	316	81	22	15
128	325	357	223	355	72	54
129	246	356	477	281	109	14
130	307	357	6	227	230	55
131	162	220	477	189	204	56
132	23	320	4	185	97	57
133	211	357	50	266	124	58
134	477	157	323	40	202	10
135	12	236	6	185	170	5
136	299	63	477	159	192	48
137	4	226	7	183	191	5
138	477	185	108	221	198	38
139	323	61	284	65	30	8
140	103	234	11	239	61	59
141	8	233	7	183	293	5
142	475	294	434	291	20	60
143	477	302	389	356	124	23
144	473	161	335	94	115	10
145	5	181	467	170	288	7
146	282	40	322	47	26	15
147	292	40	183	356	348	61
148	299	71	477	162	179	48
149	475	284	269	357	110	50
150	464	159	385	124	45	31
151	371	117	293	46	99	62
152	473	188	15	173	134	12
153	12	235	8	184	166	5
154	475	182	42	206	227	42
155	293	46	346	93	24	15
156	475	305	370	357	82	23
157	370	105	475	171	89	22
158	52	204	12	181	151	29
159	424	357	475	347	29	1
160	477	320	402	357	46	23
161	467	173	335	150	103	63
162	323	50	292	46	33	8
163	80	223	474	196	66	64
164	265	357	477	276	127	14
165	391	357	476	325	51	1
166	441	278	321	59	125	65
167	477	165	301	69	220	10
168	315	83	284	49	67	8
169	120	129	194	121	34	33
170	254	357	155	356	102	66
171	269	112	310	106	39	34
172	79	225	294	57	75	67
173	325	151	11	183	64	68
174	321	97	321	145	29	69
175	477	166	323	47	200	10
176	323	47	259	133	102	36
177	125	353	144	126	171	70
178	292	41	475	154	48	48
179	11	239	12	179	122	5
180	10	238	49	209	39	5
181	9	233	474	195	200	16
182	66	182	147	125	104	71
183	7	231	475	189	228	16
184	138	112	306	148	141	72
185	318	88	374	114	67	73
186	5	185	456	169	257	7
187	345	153	477	193	75	0
188	476	179	9	181	95	12
189	179	356	307	146	419	74
190	270	133	304	122	22	34
191	353	109	392	170	116	75
192	470	344	441	354	23	11
193	238	121	285	43	21	2
194	406	132	477	162	68	27
195	142	357	326	179	296	76
196	196	357	301	326	45	77
197	14	236	369	154	87	78
198	282	51	475	176	140	48
199	293	140	6	183	135	68
200	368	163	324	154	50	79
201	7	232	7	183	208	5
202	255	357	475	282	143	14
203	396	124	421	142	28	80
204	201	162	12	181	156	41
205	414	133	468	152	55	27
206	278	183	291	45	21	81
207	316	83	115	133	162	82
208	477	176	366	113	122	31
209	477	286	304	355	60	26
210	475	284	359	357	99	23
211	477	297	372	357	76	23
212	447	289	312	357	55	26
213	322	56	282	51	20	8
214	444	342	318	352	52	13
215	477	300	344	356	100	23
216	9	231	80	246	44	83
217	349	104	308	75	50	62
218	11	126	193	119	67	84
219	248	357	477	287	117	14
220	207	116	318	81	89	85
221	142	118	477	179	222	3
222	4	183	477	171	278	7
223	318	91	475	183	160	22
224	4	228	74	249	25	83
225	118	216	10	182	138	39
226	477	158	322	51	209	10
227	11	237	9	181	206	5
228	217	357	319	356	215	77
229	293	48	323	40	20	15
230	477	344	406	357	78	11
231	57	243	5	302	71	86
232	477	340	417	357	55	11
233	308	76	6	183	285	87
234	477	325	362	357	92	23
235	323	60	284	134	35	36
236	269	117	477	162	153	88
237	263	139	290	62	48	2
238	120	162	5	185	160	39
239	340	89	380	112	28	73
240	412	127	477	157	61	27
241	267	357	475	287	95	14
242	475	310	267	357	90	50
243	477	162	323	57	136	10
244	12	234	11	181	146	5
245	477	166	298	77	175	10
246	341	91	475	160	102	22
247	11	236	8	183	158	5
248	424	357	477	311	51	1
249	9	233	11	180	184	5
250	475	191	7	181	141	12
251	228	357	476	271	117	14
252	477	189	9	230	116	42
253	324	45	285	60	27	8
254	477	180	293	47	185	10
255	184	357	129	356	243	89
256	11	239	8	182	219	5
257	9	233	12	181	197	5
258	8	231	7	183	212	5
259	289	57	314	61	28	15
260	172	357	130	357	22	89
261	473	291	316	356	84	26
262	293	40	312	115	54	15
263	11	232	11	181	145	5
264	10	238	476	185	246	16
265	477	175	6	223	255	42
266	338	105	477	178	176	22
267	334	104	477	173	121	22
268	171	357	477	315	113	90
269	138	109	97	130	140	32
270	302	61	314	121	52	36
271	475	282	369	356	151	23
272	315	61	476	173	121	48
273	90	357	144	118	219	70
274	315	58	289	56	22	8
275	477	278	398	332	48	23
276	477	281	395	321	54	23
277	314	121	381	147	71	75
278	8	233	9	181	304	5
279	338	126	295	355	248	91
280	477	278	325	356	83	26
281	411	136	476	179	76	27
282	394	156	328	357	239	92
283	10	236	9	181	248	5
284	382	112	291	47	36	62
285	473	289	433	315	34	60
286	46	136	7	182	155	93
287	282	46	323	48	24	15
288	101	135	195	122	34	33
289	308	60	475	154	167	48
290	10	233	6	183	179	5
291	475	170	322	46	147	10
292	12	242	473	318	181	94
293	4	187	464	166	281	7
294	296	155	12	180	60	68
295	477	158	165	355	299	95
296	317	85	282	50	74	8
297	8	231	242	220	87	96
298	342	92	10	178	224	87
299	477	167	318	59	144	10
300	244	221	260	147	161	97
301	121	129	353	196	29	98
302	353	357	474	321	61	17
303	477	176	184	165	239	99
304	136	121	6	179	112	100
305	98	137	140	163	89	101
306	308	60	475	171	90	48
307	285	115	477	162	153	88
308	111	135	150	143	46	101
309	187	166	5	183	82	41
310	474	294	304	354	24	26
311	282	47	323	48	21	15
312	14	236	209	205	245	96
313	213	205	241	221	23	102
314	243	220	475	180	109	103
315	314	163	177	356	173	104
316	306	220	196	356	86	105
317	293	45	292	45	53	8
318	180	165	8	179	37	41
319	477	178	287	152	127	63
320	274	146	6	179	173	68
321	335	98	284	42	71	8
322	323	98	257	356	261	91
323	476	280	325	356	93	26
324	10	236	190	170	239	40
325	477	173	323	49	117	10
326	475	170	18	171	242	12
327	298	357	475	281	90	19
328	10	231	8	181	153	5
329	172	163	4	186	123	41
330	5	228	10	178	250	5
331	11	239	8	181	131	5
332	475	195	254	221	110	106
333	234	213	11	181	108	107
334	10	237	12	181	167	5
335	283	44	321	59	54	15
336	282	63	323	59	25	15
337	319	357	477	304	89	19
338	4	228	11	181	133	5
339	360	357	475	328	58	17
340	4	175	193	183	635	37
341	387	357	477	323	55	1
342	477	198	10	234	258	42
343	284	55	323	46	32	15
344	157	357	291	47	270	108
345	306	79	322	47	21	8
346	313	357	473	313	29	19
347	335	357	477	322	101	17
348	323	49	284	45	34	8
349	323	60	284	43	35	8
350	31	179	10	225	222	109
351	9	232	10	182	176	5
352	475	179	236	218	144	106
353	323	53	283	51	20	8
354	214	204	12	238	116	110
355	475	275	321	355	115	26
356	414	293	349	356	51	111
357	332	97	477	171	113	22
358	192	196	10	182	188	41
359	475	167	284	44	147	10
360	252	154	178	146	68	112
361	477	305	254	356	129	50
362	9	232	11	183	130	5
363	189	150	9	182	65	41
364	429	357	475	331	24	1
365	44	278	163	201	112	113
366	41	282	268	110	164	114
367	477	278	252	357	100	50
368	212	191	243	215	94	102
369	207	184	342	91	152	115
370	15	235	194	197	31	40
371	263	197	323	57	197	81
372	10	238	7	183	154	5
373	9	234	7	182	152	5
374	293	41	475	149	184	48
375	476	189	114	132	209	116
376	477	187	297	77	163	10
377	477	160	380	110	113	31
378	297	57	182	154	80	117
379	283	146	9	182	61	68
380	11	235	11	180	171	5
381	155	166	7	183	72	41
382	475	172	282	153	133	63
383	11	236	152	173	111	18
384	272	146	10	179	102	68
385	138	164	5	185	84	39
386	199	357	475	278	160	14
387	318	61	282	54	30	8
388	6	228	477	179	213	16
389	282	61	321	58	25	15
390	7	231	175	193	118	40
391	475	179	352	105	134	31
392	199	212	197	355	95	118
393	340	356	472	300	24	17
394	323	61	274	356	206	119
395	12	235	195	191	39	40
396	224	204	11	183	106	107
397	476	276	194	356	133	120
398	293	47	475	173	97	48
399	477	279	215	355	50	120
400	475	300	279	355	26	50
401	323	44	283	51	31	8
402	428	356	477	343	41	1
403	477	162	284	43	116	10
404	432	145	292	51	114	121
405	13	236	12	179	149	5
406	477	160	169	357	219	95
407	474	286	170	357	161	120
408	477	279	204	357	148	120
409	477	280	184	352	170	120
410	430	292	163	357	139	122
411	283	49	323	49	23	15
412	477	163	285	43	156	10
413	475	280	180	357	162	120
414	11	238	10	182	125	5
415	476	169	309	79	172	10
416	299	357	475	287	90	19
417	5	218	476	175	230	16
418	475	318	388	356	51	23
419	276	356	475	281	92	19
420	338	357	475	308	62	17
421	7	231	9	178	103	5
422	287	63	325	108	29	15
423	477	170	8	226	282	42
424	11	244	207	355	319	123
425	11	236	9	181	158	5
426	477	177	6	218	231	42
427	11	234	11	180	128	5
428	331	357	476	283	117	19
429	292	41	477	197	184	48
430	437	357	477	337	42	1
431	406	126	319	93	60	35
432	9	233	7	183	175	5
433	18	357	30	321	28	124
434	34	343	287	42	293	125
435	9	233	10	181	127	5
436	477	186	291	47	272	10
437	477	166	338	91	110	10
438	315	82	284	42	40	8
439	432	357	456	347	25	1
440	291	188	312	162	52	126
441	8	233	9	183	328	5
442	476	279	193	357	163	120
443	441	295	281	354	76	26
444	313	178	7	182	204	68
445	473	183	13	241	235	42
446	200	357	474	276	38	14
447	475	167	319	59	81	10
448	474	286	284	357	113	26
449	11	234	309	177	99	127
