#tId	x1	y1	x2	y2	time	label
635	612	146	397	181	472	79
636	667	452	575	192	411	9
637	511	385	571	170	427	63
638	598	164	658	274	836	53
639	607	364	570	185	464	9
640	612	455	575	209	448	9
641	511	374	568	171	412	63
642	525	242	261	455	423	24
643	104	455	110	231	529	66
644	108	274	106	249	510	90
645	600	454	445	256	715	39
646	601	157	639	266	510	53
647	585	190	501	315	443	72
648	94	455	37	231	554	25
649	363	455	677	274	417	32
650	101	452	112	233	453	66
651	391	455	677	275	400	32
652	123	386	109	231	434	66
653	567	170	286	454	608	73
654	469	231	465	63	472	10
655	245	288	165	230	655	35
656	279	312	270	88	538	52
657	438	351	268	455	453	82
658	508	219	264	454	447	5
659	153	455	263	77	697	8
660	371	455	675	286	467	32
661	608	150	380	98	533	79
662	406	455	558	206	440	1
663	156	444	268	51	788	8
664	155	455	269	133	590	29
665	365	455	675	285	433	32
666	154	455	240	154	834	28
667	190	220	207	71	532	0
668	568	95	530	161	483	80
669	608	151	506	176	444	80
670	608	160	400	192	635	79
671	411	120	419	325	476	40
672	144	455	228	207	426	28
673	150	395	214	75	845	8
674	180	409	211	162	688	8
675	468	294	462	214	691	3
676	424	389	560	126	687	88
677	353	455	650	255	413	51
678	141	455	139	218	550	66
679	153	455	171	224	519	66
680	163	372	304	303	470	91
681	368	455	677	246	445	32
682	379	455	661	274	407	32
683	612	140	443	286	544	72
684	138	455	149	241	515	66
685	127	455	104	248	582	66
686	109	455	225	76	648	8
687	119	455	222	67	720	8
688	137	454	182	174	619	28
689	337	439	660	265	425	51
690	365	455	681	250	524	32
691	340	455	641	270	496	51
692	364	455	658	278	495	32
693	380	455	674	294	419	32
694	333	152	110	454	593	34
695	612	146	642	244	442	53
696	255	425	274	145	480	55
697	195	401	61	267	540	57
698	498	286	649	293	636	67
699	145	452	222	85	803	8
700	306	180	191	294	851	12
701	270	235	282	111	412	4
702	502	186	576	383	544	31
703	306	454	221	83	735	56
704	212	172	212	38	420	0
705	499	324	660	272	598	67
706	582	208	327	455	438	59
707	500	123	519	183	436	80
708	359	453	672	296	412	32
709	469	193	400	367	409	48
710	327	455	512	193	579	1
711	597	246	485	339	401	72
712	165	267	191	188	655	35
713	100	455	166	191	568	28
714	384	432	585	348	809	61
715	251	455	196	189	588	55
716	372	451	576	383	400	61
717	250	455	269	112	733	55
718	246	455	225	253	446	55
719	412	427	661	263	545	32
720	377	428	670	280	479	32
721	424	454	660	272	443	32
722	281	126	388	216	458	92
723	472	206	244	455	587	5
724	277	116	365	205	482	92
725	450	434	659	270	409	32
726	373	116	662	274	714	22
727	462	426	672	291	428	32
728	384	455	676	278	430	32
729	376	455	469	201	716	15
730	493	183	385	288	595	41
731	388	455	674	289	404	32
732	570	232	585	301	468	16
733	123	426	264	101	620	8
734	270	362	257	196	442	55
735	578	256	660	270	400	16
736	373	455	661	276	405	32
737	96	429	117	236	409	66
738	510	375	623	453	443	23
739	464	358	474	240	553	3
740	451	202	369	300	468	40
741	382	455	583	241	434	1
742	460	257	209	455	493	5
743	384	360	676	285	455	32
744	361	455	188	160	556	56
745	396	455	160	224	527	56
746	442	429	375	143	797	3
747	245	455	72	253	611	57
748	449	439	675	283	435	32
749	558	155	270	455	703	73
750	364	435	678	292	528	32
751	619	138	579	237	459	53
752	390	455	678	284	401	32
753	367	455	657	288	462	32
754	351	404	538	238	489	1
755	489	65	539	175	436	80
756	281	429	433	287	699	87
757	103	455	185	254	410	66
758	442	452	672	291	410	32
759	93	435	173	247	462	66
760	315	429	414	278	482	87
761	396	455	678	292	438	32
762	453	226	232	455	409	5
763	455	316	426	126	416	3
764	412	455	603	195	550	1
765	298	153	229	114	1040	4
766	550	101	517	209	401	80
767	381	455	682	243	514	32
768	31	455	236	233	435	28
769	280	210	229	115	982	4
770	483	428	655	264	444	63
771	221	35	279	376	828	75
772	170	386	143	337	411	66
773	487	220	263	455	448	5
774	415	182	393	39	466	43
775	353	455	607	179	591	1
776	512	218	238	455	460	5
777	90	454	221	185	465	28
778	359	455	591	257	402	1
779	102	455	238	173	479	28
780	651	455	658	272	447	21
781	95	452	218	190	445	28
782	605	149	612	454	592	31
783	439	270	498	72	459	10
784	378	455	610	178	550	1
785	99	455	215	197	434	28
786	657	454	658	281	527	21
787	426	210	276	438	476	5
788	618	441	657	272	422	21
789	141	455	24	250	463	25
790	563	170	310	455	555	59
791	553	189	322	455	531	59
792	607	388	658	281	459	21
793	361	455	379	169	639	15
794	381	455	612	454	418	61
795	469	66	563	186	405	93
796	459	182	493	24	474	10
797	305	453	232	104	650	55
798	158	455	452	455	943	94
799	504	307	468	203	625	3
800	164	362	115	242	627	57
801	442	416	677	282	422	32
802	574	240	305	452	463	59
803	236	156	202	455	431	12
804	516	220	304	455	419	59
805	328	455	224	27	842	56
806	141	437	229	114	620	8
807	130	449	117	235	435	66
808	147	445	231	111	554	8
809	368	455	676	287	449	32
810	611	147	580	454	621	31
811	134	438	204	177	513	28
812	318	455	504	63	920	88
813	237	455	153	247	420	66
814	511	374	378	177	465	3
815	452	84	608	172	484	93
816	238	455	240	234	448	55
817	165	352	220	127	487	8
818	560	171	632	455	742	31
819	218	444	98	385	617	58
820	387	455	102	455	718	95
821	519	120	476	243	597	30
822	568	193	570	394	463	31
823	483	155	633	275	552	22
824	415	449	675	286	433	32
825	405	335	399	236	467	3
826	654	455	665	271	544	21
827	167	455	101	455	413	62
828	649	455	662	455	429	84
829	433	106	647	282	490	22
830	329	126	109	455	815	34
831	495	410	658	268	484	63
832	512	376	659	268	440	67
833	454	451	251	188	442	60
834	319	169	118	454	684	34
835	466	442	209	121	940	76
836	318	180	52	308	765	17
837	199	377	102	454	495	58
838	407	130	552	189	473	68
839	545	321	642	455	406	23
840	546	219	341	145	612	79
841	626	439	637	327	439	21
842	680	453	583	201	410	9
843	670	437	677	297	427	21
844	602	406	379	164	485	11
845	378	455	681	254	632	32
846	284	312	160	226	513	35
847	398	455	681	254	613	32
848	558	358	379	164	455	11
849	451	170	609	181	433	93
850	462	77	458	307	688	30
851	445	454	677	246	574	32
852	560	235	501	65	475	10
853	633	448	407	207	862	39
854	647	436	662	258	530	21
855	458	455	319	298	413	37
856	441	399	679	287	548	32
857	495	451	674	301	466	32
858	465	90	454	277	402	30
859	267	244	114	454	418	34
860	265	234	60	295	433	17
861	496	427	671	302	418	32
862	545	399	671	302	407	67
863	488	449	503	149	584	96
864	206	240	422	455	748	86
865	329	193	279	187	422	70
866	577	226	514	65	557	10
867	493	100	591	236	578	93
868	605	455	611	191	594	9
869	452	137	476	278	461	30
870	196	455	188	79	693	8
871	378	221	557	295	477	22
872	492	54	611	272	972	93
873	614	455	610	188	500	9
874	314	455	631	258	477	51
875	479	291	464	324	493	97
876	606	445	610	188	477	9
877	341	437	535	88	998	88
878	307	190	184	207	772	70
879	609	377	608	183	420	9
880	483	274	408	212	573	7
881	595	378	610	185	443	9
882	513	150	582	455	453	31
883	287	455	408	211	549	15
884	469	138	614	250	494	93
885	278	145	132	364	799	12
886	423	241	406	212	512	3
887	623	371	581	219	857	9
888	233	310	187	67	561	52
889	411	114	374	99	530	43
890	397	432	151	303	595	19
891	391	455	30	268	458	19
892	364	192	496	455	521	65
893	174	249	36	454	400	98
894	188	257	196	103	464	0
895	66	288	61	455	529	98
896	340	455	286	189	809	60
897	375	214	423	455	452	65
898	467	455	156	280	529	37
899	153	455	201	298	410	66
900	530	118	606	255	436	53
901	158	455	103	441	624	62
902	569	162	681	454	545	31
903	250	400	265	293	504	91
904	679	455	496	199	450	39
905	166	454	196	104	648	8
906	258	214	104	246	431	17
907	386	322	426	176	401	3
908	360	419	537	324	475	87
909	400	455	371	160	511	15
910	372	405	36	269	406	19
911	337	168	534	454	542	65
912	81	301	168	245	447	90
913	367	184	442	108	548	43
914	375	455	222	207	469	60
915	294	172	183	448	647	34
916	599	455	417	205	421	39
917	343	180	486	454	419	65
918	516	111	495	277	454	30
919	421	106	435	362	575	30
920	253	153	255	255	558	70
921	638	451	369	188	459	39
922	547	90	568	140	483	80
923	168	432	212	212	429	28
924	262	290	261	214	460	35
925	675	455	548	174	421	9
926	367	212	527	455	430	65
927	487	455	567	270	421	42
928	292	212	253	290	489	70
929	472	445	683	247	462	32
930	234	453	266	249	485	55
931	587	455	369	196	428	49
932	303	317	220	198	446	35
933	351	191	680	281	681	22
934	584	455	369	196	419	49
935	609	358	510	166	413	6
936	479	399	445	255	637	36
937	431	439	180	455	404	13
938	393	243	646	283	568	22
939	346	435	643	291	582	51
940	387	455	671	293	528	32
941	451	66	452	188	418	14
942	158	455	95	455	481	62
943	404	189	674	282	603	22
944	535	215	608	455	405	31
945	262	410	434	455	478	44
946	616	354	532	90	542	6
947	412	455	663	284	417	32
948	379	455	665	285	483	32
949	614	455	462	234	597	39
950	316	160	188	444	460	34
951	218	158	248	124	504	0
952	649	455	675	281	562	21
953	437	455	620	455	450	61
954	450	56	511	207	430	93
955	620	455	587	179	562	9
956	322	455	445	289	415	87
957	441	197	398	33	503	10
958	336	455	685	245	675	51
959	79	300	70	313	560	90
960	334	449	430	257	456	87
961	609	248	536	88	447	6
962	350	455	675	282	463	51
963	638	455	675	281	455	21
964	366	455	681	251	609	32
965	510	344	595	413	781	23
966	558	257	658	266	444	16
967	590	353	572	171	549	9
968	232	455	384	220	408	99
969	305	161	149	343	503	12
970	618	444	675	281	430	21
971	387	455	673	284	426	32
972	504	95	647	229	533	93
973	363	455	449	269	415	87
974	194	301	62	454	546	98
975	495	76	520	210	710	93
976	311	181	204	244	633	70
977	449	337	398	245	461	3
978	514	83	608	172	415	93
979	478	89	619	259	505	93
980	579	454	439	287	433	49
981	529	379	654	276	423	67
982	452	71	598	454	777	100
983	192	233	94	455	409	98
984	423	204	224	454	702	5
985	357	150	437	124	878	43
986	457	50	338	170	557	14
987	342	205	227	50	537	4
988	372	455	673	298	400	32
989	480	123	661	268	455	53
990	444	32	325	163	459	14
991	514	101	475	146	808	80
992	463	120	664	269	477	22
993	386	455	519	206	518	1
994	203	363	64	455	431	58
995	317	455	188	207	443	55
