#tId	x1	y1	x2	y2	time
120	695	406	461	156	584
121	663	455	545	143	496
122	497	422	530	327	450
123	371	173	434	138	438
124	652	455	526	111	619
125	647	454	539	144	509
126	324	454	435	186	493
127	386	166	217	455	684
128	311	413	446	454	507
129	645	455	464	211	610
130	448	455	466	252	405
131	695	419	394	180	509
132	661	455	478	172	455
133	658	455	402	189	469
134	517	154	394	293	407
135	592	325	513	81	533
136	200	71	266	248	404
137	549	455	496	455	667
138	475	385	375	344	541
139	490	205	423	413	586
140	523	455	377	210	479
141	444	435	393	231	414
142	223	42	351	176	414
143	687	455	384	244	447
144	164	249	125	454	530
145	695	443	386	244	421
146	318	165	415	100	459
147	695	429	391	244	404
148	541	332	518	186	431
149	287	455	585	225	750
150	509	395	453	298	476
151	73	315	131	455	405
152	286	301	275	102	482
153	626	455	311	455	440
154	605	438	679	286	407
155	528	350	390	291	416
156	491	55	548	187	466
157	294	178	115	384	407
158	583	360	472	167	506
159	640	444	594	198	462
160	663	455	578	185	529
161	377	455	679	301	477
162	370	454	155	454	439
163	592	451	582	187	491
164	315	455	249	145	530
165	530	296	291	455	580
166	631	241	661	265	560
167	517	279	425	343	605
168	648	454	541	214	441
169	336	344	218	93	809
170	420	455	176	168	644
171	146	455	36	266	445
172	602	455	484	250	512
173	281	390	33	268	420
174	269	425	51	455	490
175	165	455	25	259	432
176	494	397	274	455	716
177	370	432	178	165	547
178	560	455	481	168	520
179	602	248	347	385	503
180	419	452	213	82	749
181	238	454	284	193	597
182	467	64	452	323	508
183	440	112	366	146	430
184	537	124	615	223	415
185	249	331	203	69	673
186	552	390	454	146	538
187	611	455	675	299	422
188	410	455	200	83	724
189	519	348	454	208	448
190	674	455	537	243	596
191	398	455	303	210	423
192	387	455	246	261	662
193	562	119	668	253	472
194	373	454	564	455	524
195	284	239	218	105	431
196	455	94	379	217	401
197	531	334	380	358	540
198	205	259	242	154	426
199	480	193	363	397	505
200	198	213	180	65	576
201	115	455	156	454	465
202	461	418	611	179	482
203	442	120	223	454	645
204	425	455	249	207	425
205	427	454	252	206	425
206	695	455	573	455	452
207	199	455	83	454	615
208	695	450	571	454	433
209	638	455	541	260	407
210	435	145	324	366	453
211	345	388	186	170	495
212	339	455	235	144	595
213	461	455	241	374	765
214	193	172	177	42	493
215	354	206	536	454	402
216	144	432	151	290	420
217	126	455	184	253	411
218	123	441	185	253	411
219	97	455	165	159	468
220	104	455	166	172	543
221	363	205	674	303	629
222	305	207	235	144	519
223	531	255	420	101	454
224	534	414	612	180	523
225	108	455	190	246	433
226	114	455	183	247	433
227	157	455	276	226	481
228	567	258	626	280	480
229	219	291	168	153	466
230	164	455	278	226	472
231	393	455	186	257	406
232	519	334	418	52	653
233	383	455	232	82	843
234	223	364	40	246	514
235	542	117	653	248	427
236	381	455	243	262	431
237	648	455	517	246	480
238	427	296	678	277	543
239	176	383	156	299	707
240	404	193	208	455	510
241	655	455	502	121	757
242	151	455	217	295	429
243	580	366	335	180	546
244	360	455	246	454	559
245	359	196	652	250	434
246	487	455	492	210	422
247	420	188	353	454	477
248	378	185	634	301	447
249	376	161	642	304	454
250	190	349	74	454	872
251	614	141	681	268	438
252	618	440	472	151	456
253	634	415	513	180	506
254	175	373	24	241	471
255	616	455	518	205	508
256	356	455	493	94	800
257	332	455	421	54	809
258	597	416	501	123	694
259	308	152	232	396	484
260	353	423	674	293	473
261	452	209	420	54	517
262	342	455	421	102	648
263	319	455	222	122	609
264	414	186	387	26	636
265	241	360	233	81	681
266	422	455	227	154	537
267	693	455	676	282	447
268	412	454	675	287	400
269	218	342	113	283	521
270	422	455	675	304	400
271	512	172	266	454	496
272	268	191	237	427	402
273	379	207	241	455	572
274	132	455	212	142	431
275	375	187	674	295	451
276	575	383	504	144	425
277	558	342	674	296	447
278	508	151	521	455	500
279	391	455	524	270	433
280	476	176	393	38	445
281	150	413	218	296	451
282	586	455	421	192	433
283	331	189	269	118	404
284	417	455	500	222	467
285	169	221	224	48	838
286	335	167	284	54	608
287	324	179	283	56	586
288	158	328	53	289	437
289	320	178	283	56	574
290	275	455	625	292	525
291	377	187	531	190	685
292	153	314	517	240	505
293	341	146	244	219	423
294	367	435	455	125	711
295	312	175	283	56	557
296	553	255	503	124	465
297	413	454	671	290	451
298	403	419	669	285	479
299	576	455	484	215	405
300	273	455	238	120	627
301	458	444	673	289	403
302	406	235	385	24	686
303	444	430	673	290	601
304	680	455	659	270	424
305	503	112	674	302	666
306	433	417	673	290	585
307	669	455	642	280	411
308	693	455	679	269	467
309	276	455	494	433	455
310	531	455	632	273	409
311	251	194	248	35	468
312	505	455	252	455	405
313	599	455	487	224	588
314	394	165	434	102	409
315	434	132	422	111	418
316	615	455	534	187	453
317	664	455	676	302	430
318	335	167	265	206	589
319	358	455	107	353	467
320	245	137	132	327	444
321	561	369	448	145	447
322	462	277	591	454	578
323	472	212	678	299	601
324	265	295	325	307	487
325	442	455	215	52	908
326	388	177	460	72	505
327	285	295	242	123	441
328	332	455	678	299	575
329	614	145	502	308	527
330	614	143	326	393	573
331	481	200	492	82	433
332	381	183	390	24	702
333	403	455	678	287	444
334	374	145	404	151	468
335	614	145	224	455	601
336	287	321	216	53	699
337	449	306	113	275	780
338	228	38	323	366	835
339	593	152	218	455	570
340	324	146	216	81	400
341	123	452	209	104	688
342	503	455	216	64	890
343	178	455	189	97	740
344	413	455	25	256	781
345	433	455	670	289	460
346	237	209	225	45	526
347	468	434	670	284	448
348	555	189	333	331	453
349	529	145	251	409	544
350	606	455	680	244	682
351	426	112	389	178	783
352	360	455	267	200	440
353	47	273	207	236	628
354	366	451	454	170	531
355	286	200	316	89	411
356	547	424	33	266	645
357	584	257	670	315	556
358	602	269	662	310	494
359	546	385	226	411	498
360	628	455	593	182	548
361	467	212	296	115	431
362	614	142	370	202	693
363	343	455	356	197	584
364	409	386	25	256	581
365	338	443	556	455	879
366	311	324	233	114	512
367	389	455	660	264	677
368	354	455	677	246	557
369	395	455	661	270	470
370	513	193	238	446	498
371	112	455	60	455	635
372	414	454	228	50	885
373	431	455	257	124	710
374	391	455	294	181	655
375	518	205	675	247	407
376	421	444	294	184	644
377	484	432	527	281	517
378	324	455	386	194	574
379	475	383	677	246	417
380	309	455	493	199	548
381	489	378	681	277	401
382	429	455	544	181	483
383	388	454	657	261	435
384	249	224	350	171	501
385	578	455	392	202	542
386	432	455	549	208	436
387	528	455	401	230	449
388	520	415	546	175	467
389	331	391	209	156	606
390	567	455	400	323	679
391	574	455	677	289	418
392	550	104	495	214	553
393	181	223	290	39	850
394	516	330	527	284	429
395	568	102	425	161	409
396	523	225	369	202	444
397	473	376	389	196	447
398	341	139	186	195	515
399	501	190	427	362	404
400	484	455	397	355	558
401	398	455	662	279	414
402	485	455	408	356	575
403	415	455	665	288	413
404	343	455	670	258	434
405	281	237	214	159	406
406	486	407	232	454	665
407	361	200	207	455	700
408	613	145	461	126	486
409	192	36	205	160	717
410	154	317	222	147	742
411	353	455	677	291	410
412	147	315	233	421	521
413	339	186	206	455	663
414	590	134	361	181	508
415	312	455	486	211	421
416	609	153	467	296	399
417	386	428	679	240	453
418	106	455	109	247	443
419	475	143	509	267	564
420	119	447	24	251	524
421	442	203	416	454	413
422	370	397	238	226	414
423	101	455	116	231	415
424	445	455	201	82	878
425	181	341	119	230	412
426	247	199	229	42	546
427	452	178	348	121	599
428	613	144	347	142	708
429	146	455	114	236	551
430	382	419	679	289	491
431	147	455	149	229	474
432	447	382	454	28	975
433	572	222	232	455	437
434	403	432	662	454	472
435	131	438	255	145	477
436	466	185	317	123	637
437	142	455	34	277	422
438	338	455	649	251	416
439	464	310	320	411	404
440	118	455	242	252	519
441	137	455	139	228	434
442	148	455	109	231	467
443	514	127	567	205	472
444	464	141	283	98	604
445	141	455	199	288	566
446	510	455	679	274	402
447	611	134	201	455	793
448	468	415	644	373	462
449	418	455	672	292	430
450	268	438	662	267	523
451	611	134	198	455	774
452	597	455	533	212	448
453	598	182	244	455	478
454	516	229	213	152	742
455	660	455	596	232	695
456	683	455	560	224	427
457	646	455	531	213	432
458	145	454	207	182	470
459	328	433	672	299	448
460	323	442	680	279	570
461	178	455	191	144	559
462	550	184	676	302	444
463	513	165	557	454	490
464	568	412	611	178	528
465	593	149	423	295	440
466	638	431	682	454	475
467	524	278	438	126	716
468	372	412	673	300	402
469	452	113	282	191	454
470	572	165	287	379	506
471	379	411	680	286	508
472	172	281	272	185	724
473	393	454	524	259	406
474	568	373	590	185	404
475	540	174	214	455	511
476	343	455	557	282	665
477	576	180	424	106	706
478	613	139	222	455	936
479	67	455	135	239	445
480	477	287	677	274	407
481	371	455	231	88	1142
482	410	403	663	276	415
483	414	404	588	209	531
484	486	173	308	386	452
485	336	455	358	409	443
486	311	455	674	300	435
487	286	191	402	454	448
488	438	368	676	245	406
489	448	352	434	123	577
490	460	279	441	123	571
491	460	302	640	454	819
492	475	213	203	455	454
493	518	200	334	394	428
494	604	177	679	278	559
495	491	235	265	454	484
496	503	190	156	452	512
497	491	191	164	454	493
498	301	224	218	454	399
499	115	349	149	287	417
500	613	138	409	298	514
501	128	421	252	228	496
502	327	455	683	267	542
503	513	185	215	440	541
504	344	455	632	260	418
505	516	233	221	455	544
506	163	334	25	239	454
507	317	455	452	299	623
508	354	455	631	261	405
509	207	95	338	178	419
510	303	455	669	287	464
511	402	187	482	160	416
512	321	455	662	274	422
513	334	455	665	275	422
514	596	139	414	232	425
515	239	235	98	455	415
516	349	205	389	258	401
517	563	345	479	192	497
518	547	227	186	381	1083
519	328	161	268	103	669
520	320	455	348	323	401
521	479	223	32	269	677
522	617	137	634	428	703
523	346	455	378	186	465
524	514	223	415	347	479
525	573	165	595	375	455
526	596	160	493	296	403
527	434	455	354	172	581
528	321	455	244	153	483
529	431	295	495	107	507
530	351	452	272	133	605
531	483	455	353	173	567
532	443	427	353	173	552
533	350	455	271	455	725
534	425	411	675	293	412
535	412	455	661	247	403
536	325	159	298	295	471
537	482	455	215	455	521
538	440	360	680	246	418
539	556	274	331	404	426
540	431	455	354	172	521
541	68	455	173	172	840
542	449	455	353	173	507
543	440	280	33	271	601
544	384	455	577	204	473
545	445	322	254	455	467
546	457	412	662	280	413
547	398	455	666	290	418
548	640	455	679	288	411
549	475	216	200	455	459
550	563	226	640	454	451
551	543	455	591	192	445
552	461	369	265	121	689
553	426	450	111	305	401
554	488	102	269	41	539
555	471	201	207	454	453
556	435	378	212	455	415
557	427	455	669	283	460
558	502	354	265	121	650
559	478	176	678	280	522
560	546	389	595	194	483
561	553	234	380	306	800
562	613	146	279	454	715
563	356	455	676	292	421
564	335	407	37	267	437
565	111	301	258	116	431
566	516	363	530	262	556
567	124	314	215	128	452
568	512	345	621	292	586
569	561	200	521	455	656
570	344	385	64	269	577
571	493	194	278	454	487
572	353	423	475	455	514
573	398	197	345	108	511
574	321	451	649	293	1511
575	567	219	638	455	428
576	341	454	655	263	478
577	384	430	583	431	430
578	340	453	541	370	446
579	312	455	649	254	567
580	182	271	218	97	636
581	356	432	541	372	425
582	423	455	659	273	415
583	329	455	571	185	864
584	300	328	232	117	620
585	279	328	218	160	405
586	438	439	664	280	400
587	321	194	273	215	491
588	568	101	469	43	447
589	475	405	674	284	403
590	391	455	661	260	447
591	381	440	571	185	832
592	172	455	201	188	446
593	414	455	477	455	399
594	309	130	217	32	538
595	176	455	179	193	535
596	612	144	481	301	461
597	250	244	111	237	630
598	602	176	643	453	412
599	605	166	646	454	416
600	393	383	674	283	465
601	566	172	531	455	509
602	149	455	333	142	652
603	513	191	290	452	400
604	612	144	403	332	537
605	468	303	654	306	399
606	160	452	294	199	404
607	439	455	676	293	433
608	605	164	476	333	440
609	117	308	194	164	591
610	605	171	606	454	500
611	595	184	411	327	515
612	366	455	589	386	522
613	330	433	673	292	666
614	535	307	538	110	800
615	374	455	533	87	867
616	397	455	569	171	553
617	440	389	580	204	419
618	148	455	300	222	523
619	75	454	303	328	420
620	51	275	284	183	439
621	216	359	290	112	656
622	517	400	548	245	606
623	573	168	681	270	553
624	464	253	668	288	403
625	586	455	570	185	527
626	485	365	593	187	463
627	395	400	675	288	568
628	563	454	542	107	674
629	116	444	186	125	611
630	101	405	188	127	578
631	323	366	530	316	536
632	282	455	205	204	431
633	672	455	654	247	473
634	550	447	600	454	418
635	612	146	397	181	472
636	667	452	575	192	411
637	511	385	571	170	427
638	598	164	658	274	836
639	607	364	570	185	464
640	612	455	575	209	448
641	511	374	568	171	412
642	525	242	261	455	423
643	104	455	110	231	529
644	108	274	106	249	510
645	600	454	445	256	715
646	601	157	639	266	510
647	585	190	501	315	443
648	94	455	37	231	554
649	363	455	677	274	417
650	101	452	112	233	453
651	391	455	677	275	400
652	123	386	109	231	434
653	567	170	286	454	608
654	469	231	465	63	472
655	245	288	165	230	655
656	279	312	270	88	538
657	438	351	268	455	453
658	508	219	264	454	447
659	153	455	263	77	697
660	371	455	675	286	467
661	608	150	380	98	533
662	406	455	558	206	440
663	156	444	268	51	788
664	155	455	269	133	590
665	365	455	675	285	433
666	154	455	240	154	834
667	190	220	207	71	532
668	568	95	530	161	483
669	608	151	506	176	444
670	608	160	400	192	635
671	411	120	419	325	476
672	144	455	228	207	426
673	150	395	214	75	845
674	180	409	211	162	688
675	468	294	462	214	691
676	424	389	560	126	687
677	353	455	650	255	413
678	141	455	139	218	550
679	153	455	171	224	519
680	163	372	304	303	470
681	368	455	677	246	445
682	379	455	661	274	407
683	612	140	443	286	544
684	138	455	149	241	515
685	127	455	104	248	582
686	109	455	225	76	648
687	119	455	222	67	720
688	137	454	182	174	619
689	337	439	660	265	425
690	365	455	681	250	524
691	340	455	641	270	496
692	364	455	658	278	495
693	380	455	674	294	419
694	333	152	110	454	593
695	612	146	642	244	442
696	255	425	274	145	480
697	195	401	61	267	540
698	498	286	649	293	636
699	145	452	222	85	803
700	306	180	191	294	851
701	270	235	282	111	412
702	502	186	576	383	544
703	306	454	221	83	735
704	212	172	212	38	420
705	499	324	660	272	598
706	582	208	327	455	438
707	500	123	519	183	436
708	359	453	672	296	412
709	469	193	400	367	409
710	327	455	512	193	579
711	597	246	485	339	401
712	165	267	191	188	655
713	100	455	166	191	568
714	384	432	585	348	809
715	251	455	196	189	588
716	372	451	576	383	400
717	250	455	269	112	733
718	246	455	225	253	446
719	412	427	661	263	545
720	377	428	670	280	479
721	424	454	660	272	443
722	281	126	388	216	458
723	472	206	244	455	587
724	277	116	365	205	482
725	450	434	659	270	409
726	373	116	662	274	714
727	462	426	672	291	428
728	384	455	676	278	430
729	376	455	469	201	716
730	493	183	385	288	595
731	388	455	674	289	404
732	570	232	585	301	468
733	123	426	264	101	620
734	270	362	257	196	442
735	578	256	660	270	400
736	373	455	661	276	405
737	96	429	117	236	409
738	510	375	623	453	443
739	464	358	474	240	553
740	451	202	369	300	468
741	382	455	583	241	434
742	460	257	209	455	493
743	384	360	676	285	455
744	361	455	188	160	556
745	396	455	160	224	527
746	442	429	375	143	797
747	245	455	72	253	611
748	449	439	675	283	435
749	558	155	270	455	703
750	364	435	678	292	528
751	619	138	579	237	459
752	390	455	678	284	401
753	367	455	657	288	462
754	351	404	538	238	489
755	489	65	539	175	436
756	281	429	433	287	699
757	103	455	185	254	410
758	442	452	672	291	410
759	93	435	173	247	462
760	315	429	414	278	482
761	396	455	678	292	438
762	453	226	232	455	409
763	455	316	426	126	416
764	412	455	603	195	550
765	298	153	229	114	1040
766	550	101	517	209	401
767	381	455	682	243	514
768	31	455	236	233	435
769	280	210	229	115	982
770	483	428	655	264	444
771	221	35	279	376	828
772	170	386	143	337	411
773	487	220	263	455	448
774	415	182	393	39	466
775	353	455	607	179	591
776	512	218	238	455	460
777	90	454	221	185	465
778	359	455	591	257	402
779	102	455	238	173	479
780	651	455	658	272	447
781	95	452	218	190	445
782	605	149	612	454	592
783	439	270	498	72	459
784	378	455	610	178	550
785	99	455	215	197	434
786	657	454	658	281	527
787	426	210	276	438	476
788	618	441	657	272	422
789	141	455	24	250	463
790	563	170	310	455	555
791	553	189	322	455	531
792	607	388	658	281	459
793	361	455	379	169	639
794	381	455	612	454	418
795	469	66	563	186	405
796	459	182	493	24	474
797	305	453	232	104	650
798	158	455	452	455	943
799	504	307	468	203	625
800	164	362	115	242	627
801	442	416	677	282	422
802	574	240	305	452	463
803	236	156	202	455	431
804	516	220	304	455	419
805	328	455	224	27	842
806	141	437	229	114	620
807	130	449	117	235	435
808	147	445	231	111	554
809	368	455	676	287	449
810	611	147	580	454	621
811	134	438	204	177	513
812	318	455	504	63	920
813	237	455	153	247	420
814	511	374	378	177	465
815	452	84	608	172	484
816	238	455	240	234	448
817	165	352	220	127	487
818	560	171	632	455	742
819	218	444	98	385	617
820	387	455	102	455	718
821	519	120	476	243	597
822	568	193	570	394	463
823	483	155	633	275	552
824	415	449	675	286	433
825	405	335	399	236	467
826	654	455	665	271	544
827	167	455	101	455	413
828	649	455	662	455	429
829	433	106	647	282	490
830	329	126	109	455	815
831	495	410	658	268	484
832	512	376	659	268	440
833	454	451	251	188	442
834	319	169	118	454	684
835	466	442	209	121	940
836	318	180	52	308	765
837	199	377	102	454	495
838	407	130	552	189	473
839	545	321	642	455	406
840	546	219	341	145	612
841	626	439	637	327	439
842	680	453	583	201	410
843	670	437	677	297	427
844	602	406	379	164	485
845	378	455	681	254	632
846	284	312	160	226	513
847	398	455	681	254	613
848	558	358	379	164	455
849	451	170	609	181	433
850	462	77	458	307	688
851	445	454	677	246	574
852	560	235	501	65	475
853	633	448	407	207	862
854	647	436	662	258	530
855	458	455	319	298	413
856	441	399	679	287	548
857	495	451	674	301	466
858	465	90	454	277	402
859	267	244	114	454	418
860	265	234	60	295	433
861	496	427	671	302	418
862	545	399	671	302	407
863	488	449	503	149	584
864	206	240	422	455	748
865	329	193	279	187	422
866	577	226	514	65	557
867	493	100	591	236	578
868	605	455	611	191	594
869	452	137	476	278	461
870	196	455	188	79	693
871	378	221	557	295	477
872	492	54	611	272	972
873	614	455	610	188	500
874	314	455	631	258	477
875	479	291	464	324	493
876	606	445	610	188	477
877	341	437	535	88	998
878	307	190	184	207	772
879	609	377	608	183	420
880	483	274	408	212	573
881	595	378	610	185	443
882	513	150	582	455	453
883	287	455	408	211	549
884	469	138	614	250	494
885	278	145	132	364	799
886	423	241	406	212	512
887	623	371	581	219	857
888	233	310	187	67	561
889	411	114	374	99	530
890	397	432	151	303	595
891	391	455	30	268	458
892	364	192	496	455	521
893	174	249	36	454	400
894	188	257	196	103	464
895	66	288	61	455	529
896	340	455	286	189	809
897	375	214	423	455	452
898	467	455	156	280	529
899	153	455	201	298	410
900	530	118	606	255	436
901	158	455	103	441	624
902	569	162	681	454	545
903	250	400	265	293	504
904	679	455	496	199	450
905	166	454	196	104	648
906	258	214	104	246	431
907	386	322	426	176	401
908	360	419	537	324	475
909	400	455	371	160	511
910	372	405	36	269	406
911	337	168	534	454	542
912	81	301	168	245	447
913	367	184	442	108	548
914	375	455	222	207	469
915	294	172	183	448	647
916	599	455	417	205	421
917	343	180	486	454	419
918	516	111	495	277	454
919	421	106	435	362	575
920	253	153	255	255	558
921	638	451	369	188	459
922	547	90	568	140	483
923	168	432	212	212	429
924	262	290	261	214	460
925	675	455	548	174	421
926	367	212	527	455	430
927	487	455	567	270	421
928	292	212	253	290	489
929	472	445	683	247	462
930	234	453	266	249	485
931	587	455	369	196	428
932	303	317	220	198	446
933	351	191	680	281	681
934	584	455	369	196	419
935	609	358	510	166	413
936	479	399	445	255	637
937	431	439	180	455	404
938	393	243	646	283	568
939	346	435	643	291	582
940	387	455	671	293	528
941	451	66	452	188	418
942	158	455	95	455	481
943	404	189	674	282	603
944	535	215	608	455	405
945	262	410	434	455	478
946	616	354	532	90	542
947	412	455	663	284	417
948	379	455	665	285	483
949	614	455	462	234	597
950	316	160	188	444	460
951	218	158	248	124	504
952	649	455	675	281	562
953	437	455	620	455	450
954	450	56	511	207	430
955	620	455	587	179	562
956	322	455	445	289	415
957	441	197	398	33	503
958	336	455	685	245	675
959	79	300	70	313	560
960	334	449	430	257	456
961	609	248	536	88	447
962	350	455	675	282	463
963	638	455	675	281	455
964	366	455	681	251	609
965	510	344	595	413	781
966	558	257	658	266	444
967	590	353	572	171	549
968	232	455	384	220	408
969	305	161	149	343	503
970	618	444	675	281	430
971	387	455	673	284	426
972	504	95	647	229	533
973	363	455	449	269	415
974	194	301	62	454	546
975	495	76	520	210	710
976	311	181	204	244	633
977	449	337	398	245	461
978	514	83	608	172	415
979	478	89	619	259	505
980	579	454	439	287	433
981	529	379	654	276	423
982	452	71	598	454	777
983	192	233	94	455	409
984	423	204	224	454	702
985	357	150	437	124	878
986	457	50	338	170	557
987	342	205	227	50	537
988	372	455	673	298	400
989	480	123	661	268	455
990	444	32	325	163	459
991	514	101	475	146	808
992	463	120	664	269	477
993	386	455	519	206	518
994	203	363	64	455	431
995	317	455	188	207	443
996	538	367	461	199	692
997	347	193	61	455	812
998	522	336	454	243	1163
999	289	438	189	38	914
